lp,RSPO,REGON,nip,Nazwa szkoły,Powiat,Gmina,Miejscowość,Ulica,Numer domu,tel.,email,Numer telefonu kontaktowego do organu prowadzącego,Adres e-mail do organu prowadzącego,Adres witryny internetowej organu prowadzącego (jeżeli nie posiada należy wpisać „nie posiada”),ORGAN regon,ORGAN nip,REGON szkoły,Numer szkoły w Rejestrze Szkół i Placówek Oświatowych (RSPO),Numer telefonu kontaktowego do szkoły,Adres kontaktowy e-mail do szkoły,Adres witryny internetowej szkoły (jeżeli nie posiada należy wpisać „nie posiada”),Imię dyr.,Nazwisko dyr.,Imię wice,Nazwisko wice,Dziewczęta w szkole w klasach IV - VIII,Chłopcy w szkole w klasach IV - VIII,suma,grupa
476,69751,1201545,8722002828,PUBLICZNA SZKOŁA PODSTAWOWA W MACHOWEJ,dębicki,Pilzno,Machowa,,75,146812115,poczta@machowa.edu.pl,146807720,sekretariat@gminazpilzno.pl,pilzno.um.gov.pl,851661197,,1201545,69751,123598,476@mail.pl,machowa.edu.pl,Krystyna,Wójtowicz,brak,brak,16,28,44,mała
477,69780,1131307,8161523612,SZKOŁA PODSTAWOWA HUCISKO,leżajski,Leżajsk,Hucisko,,153,172429077,sp_huciskoL@interia.pl,172406200,oswiata@poczta.gminalezajsk.pl,www.gminalezajsk.pl,690581732,,1131307,69780,123599,477@mail.pl,sphucisko.gminalezajsk.pl,Elżbieta ,Filipowicz,brak,brak,16,21,37,mała
478,69830,1200942,6842182341,SZKOŁA PODSTAWOWA IM. ARMII KRAJOWEJ W JASZCZWI,krośnieński,Jedlicze,Jaszczew,,333,,zsjaszczew@jedlicze.pl,134484710,ug@jedlicze.pl,https://jedlicze.pl/,370440554,6842363189,1200942,69830,123600,478@mail.pl,zsjaszczew.jedlicze.pl,TOMASZ,Szopa,brak,brak,34,30,64,mała
479,69835,1200184,6842628647,SZKOŁA PODSTAWOWA IM. MARII KONOPNICKIEJ W ŻARNOWCU,krośnieński,Jedlicze,Żarnowiec,,137,,spzarnowiec@jedlicze.pl,134352207,ug@jedlicze.pl,https://jedlicze.pl,370440554,6842363189,1200184,69835,123601,479@mail.pl,https://zspzarnowiec.jedlicze.pl,Andrzej,Pipka,brak,brak,22,17,39,mała
480,69838,1200333,6842337944,SZKOŁA PODSTAWOWA IM. WINCENTEGO MANIERSKIEGO W JEDLICZU,krośnieński,Jedlicze,Jedlicze,ul. Dr F. i Z. Tokarskich,5,,spjedlicze@jedlicze.pl,134352207,ug@jedlicze.pl,www.jedlicze.pl,370440554,6842363189,1200333,69838,123602,480@mail.pl,www.spjedlicze.jedlicze.pl,Jolanta,Świtalska,brak,brak,152,159,311,duża
481,69842,1200936,6842337921,SZKOŁA PODSTAWOWA W MODERÓWCE,krośnieński,Jedlicze,Moderówka,,117,,zsmoderowka@jedlicze.pl,134484710,ug@jedlicze.pl,http://www.jedlicze.pl/,370440554,6842363189,1200936,69842,123603,481@mail.pl,spmoderowka.jedlicze.pl,RENATA,Rybka,brak,brak,27,23,50,mała
482,69865,1131276,8161523606,SZKOŁA PODSTAWOWA CHAŁUPKI DĘBNIAŃSKIE,leżajski,Leżajsk,Chałupki Dębniańskie,,105,172436039,spchalupkideb@gmail.com,172406200,oswiata@poczta.gminalezajsk.pl,https://samorzad.gov.pl/web/gmina-lezajsk,690581732,,1131276,69865,123604,482@mail.pl,http://spchalupkidebnianskie.edu.pl/nowa/,Lucyna ,Leśniak,brak,brak,25,31,56,mała
483,69924,370476598,0,SZKOŁA PODSTAWOWA IM. HUGONA KOŁŁĄTAJA W DOBRZECHOWIE,strzyżowski,Strzyżów,Dobrzechów,,197,172763823,dozs@wp.pl,172761354,aniemiec@strzyzow.pl,www.strzyzow.pl,690582200,,370476598,69924,123605,483@mail.pl,www.zsdobrzechow.pl,Jacek,Marciak,brak,brak,36,31,67,mała
484,70334,1266071,7921853184,SZKOŁA PODSTAWOWA IM.KARDYNAŁA STEFANA WYSZYŃSKIEGO W MANASTERZU,jarosławski,Wiązownica,Manasterz,,57,,kontakt@spmanasterz.edu.pl,166223631,sekretariat@wiazownica.com,wiazownica.com,650900364,,1266071,70334,123606,484@mail.pl,spmanasterz.edu.pl,MAŁGORZATA,Fudali,brak,brak,23,31,54,mała
485,70335,1266088,7921853149,SZKOŁA PODSTAWOWA W RYSZKOWEJ WOLI,jarosławski,Wiązownica,Ryszkowa Wola,,53A,,rwola@o2.pl,166223631,sekretariat@wiazownica.com,http://www.wiazownica.com/,650900364,,1266088,70335,123607,485@mail.pl,https://spryszkowawola.szkolna.net/,Renata,Biernacka,brak,brak,16,11,27,mała
486,70336,1208300,7921853209,SZKOŁA PODSTAWOWA W MOŁODYCZU,jarosławski,Wiązownica,Mołodycz,,84,,szkola_molodycz@o2.pl,166223631,sekretariat@wiazownica.com,http://wiazownica.com/,650900364,,1208300,70336,123608,486@mail.pl,https://spmolodycz.edupage.org/,Jan,Weiss,brak,brak,23,18,41,mała
487,70338,1208286,7922221523,SZKOŁA PODSTAWOWA IM. JANA PAWŁA II W ZAPAŁOWIE,jarosławski,Wiązownica,Zapałów,,159,,szpzapalow@go2.pl,166223676,sekretariat@wiazownica.com,www.wiazownica.com,650900364,,1208286,70338,123609,487@mail.pl,www.zszapalow.szkolna.net,Ewa,Janeczko,brak,brak,33,45,78,mała
488,70339,663195,7922221569,SZKOŁA PODSTAWOWA IM. KSIĘDZA STANISŁAWA SUDOŁA W WIĄZOWNICY,jarosławski,Wiązownica,Wiązownica,ul. Szkolna,14,,gimwia@poczta.onet.pl,166223631,sekretariat@wiazownica.com,www wiazownica.com,650900364,,663195,70339,123610,488@mail.pl,www spwiazownica.pl,AGNIESZKA,Nizińska,brak,brak,75,53,128,średnia
489,70380,1214849,6852089755,PUBLICZNA SZKOŁA PODSTAWOWA IM. TADEUSZA KOŚCIUSZKI W BIEŹDZIEDZY,jasielski,Kołaczyce,Bieździedza,,98,134426627,zs_biezdziedza@wp.pl,134460221,oswiata@kolaczyce.itl.pl,kolaczyce.pl,370440324,,1214849,70380,123611,489@mail.pl,biezdziedza-szkola.org,Wiesław,Benewiat,brak,brak,63,61,124,średnia
490,70513,371013593,0,SZKOŁA PODSTAWOWA IM. ŚW.JANA KANTEGO W LUBLI,strzyżowski,Frysztak,Lubla,,328,172778205,lublaszk@wp.pl,172777015,marcin.jakubowicz@zoeas.frysztak.pl,nie posiada,690582186,,371013593,70513,123612,490@mail.pl,lublaszk.edupage.org,Anna,Majka,brak,brak,19,35,54,mała
491,70516,371014569,0,SZKOŁA PODSTAWOWA IM. GEN. IGNACEGO KRUSZEWSKIEGO W GOGOŁOWIE,strzyżowski,Frysztak,Gogołów,,316,,zs.gogolow@interia.pl,172777110,marcin.jakubowicz@zoeas.frysztak.pl,https://frysztak.pl/,690582186,,371014569,70516,123613,491@mail.pl,https://spgogolow.edupage.org/,Tomasz,Zięba,brak,brak,31,33,64,mała
492,70519,371013624,0,SZKOŁA PODSTAWOWA IM. JANA PAWŁA II W STĘPINIE,strzyżowski,Frysztak,Stępina,,54,172775805,sekretariatzsstepina@wp.pl,172777110,ug@frysztak.pl,nie posiada,690582186,,371013624,70519,123614,492@mail.pl,https://zsstepina.edupage.org,Waldemar,Drozd-Ulijasz,brak,brak,22,40,62,mała
493,70846,559836,7931431450,SZKOŁA PODSTAWOWA IM. PŁK. BRONISŁAWY WYSŁOUCHOWEJ Z SZABATOWSKICH W CIESZANOWIE,lubaczowski,Cieszanów,Nowe Sioło,ul. Mickiewicza,73,,spcieszanow@wp.pl,166311076,sekretariat@cieszanow.pl,cieszanow.pl,650900683,,559836,70846,123615,493@mail.pl,cieszanow.net,Marzena,Flis,brak,brak,85,102,187,średnia
494,70850,1206904,7931431527,SZKOŁA PODSTAWOWA IM. MARII MORALEWICZ W DACHNOWIE,lubaczowski,Cieszanów,Dachnów,ul. Jarosławska,2,,poczta@dachnow.pl,166311076,sekretariat@cieszanow.pl,www.cieszanow.pl,650900683,,1206904,70850,123616,494@mail.pl,www.dachnow.pl,Ryszard ,Duma,brak,brak,33,36,69,mała
495,71915,837494,8672104661,SZKOŁA PODSTAWOWA NR 6 W TARNOBRZEGU,m. Tarnobrzeg,M. Tarnobrzeg,Tarnobrzeg,ul. Adama Mickiewicza,86,,sp6tbg@poczta.onet.pl,158181570,m.lysiak@um.tarnobrzeg.pl,https://um.tarnobrzeg.pl/,830409092,8672079199,837494,71915,123617,495@mail.pl,https://sp6.tbg.net.pl/,Wilhelmina,Grębowiec,brak,brak,44,39,83,mała
496,71959,629755,6842216703,SZKOŁA PODSTAWOWA IM. A.FREDRY W KORCZYNIE,krośnieński,Korczyna,Korczyna,ul. Aleksandra Fredry,2,,sekretariat@zs.korczyna.net,134388111,gzeas@korczyna.pl,nie posiada,370440560,,629755,71959,123618,496@mail.pl,ww.zs.korczyna.net/,Artur,Kozieja,brak,brak,142,160,302,duża
497,72296,1206979,8133147976,SZKOŁA PODSTAWOWA W DYLĄGOWEJ,rzeszowski,Dynów,Dylągowa,,44,,zs5dylagowa@o2.pl,172300114,urzad@dynow.regiony.pl,https://gminadynow.pl/,650900275,,1206979,72296,123619,497@mail.pl,spdylagowa.szkolna.net,Józef,Bieńko,brak,brak,17,9,26,mała
498,72462,1133269,8181413996,SZKOŁA PODSTAWOWA NR 1 IM. PPŁKA LUDWIKA MARSZAŁKA ZBROI W BRZEZINACH,ropczycko-sędziszowski,Wielopole Skrzyńskie,Brzeziny,,621,172233206,spbrzeziny1@vp.pl,172214819,sekretariat@wielopole.eu,www.wielopole.eu,690581985,,1133269,72462,123620,498@mail.pl,sp1brzeziny.edupage.org,Józef,Nowak-Maluchnik,brak,brak,30,21,51,mała
499,72463,1133281,8181414010,SZKOŁA PODSTAWOWA IM. SYBIRAKÓW W NAWSIU,ropczycko-sędziszowski,Wielopole Skrzyńskie,Nawsie,,302,172234210,spnawsie@interia.pl,172214819,sekretariat@wielopole.eu,wielopole.eu,690581985,,1133281,72463,123621,499@mail.pl,302,Adrianna,Czerkowicz,brak,brak,25,25,50,mała
500,72464,1133275,8181414004,SZKOŁA PODSTAWOWA IM. ŚWIĘTEGO JANA PAWŁA II W GLINIKU,ropczycko-sędziszowski,Wielopole Skrzyńskie,Glinik,,75,,spglinik@wp.pl,172214922,zosip@zosipwielopole.pl,https://wielopole.eu,690581985,,1133275,72464,123622,500@mail.pl,https://spglinik.szkolna.net,Wioletta ,Tymcio,brak,brak,38,39,77,mała
501,72465,1133252,8181414027,SZKOŁA PODSTAWOWA IM.PROF.KAROLA OLSZEWSKIEGO W BRONISZOWIE,ropczycko-sędziszowski,Wielopole Skrzyńskie,Broniszów,,197,,spbroniszow@o2.pl,172214922,zosip@zosipwielopole.pl,https://wielopole.eu,690581985,,1133252,72465,123623,501@mail.pl,https://spbroniszow.szkolna.net/,Teresa,Kurecka,brak,brak,16,20,36,mała
502,72466,1133246,8181413973,SZKOŁA PODSTAWOWA NR 2 IM. MARII LACHMAN W BRZEZINACH-BERDECHÓW,ropczycko-sędziszowski,Wielopole Skrzyńskie,Brzeziny,,382a,172233202,spberdechow@op.pl,172214819,sekretariat@wielopole.itl.pl,https://wielopole.eu/,690581985,,1133246,72466,123624,502@mail.pl,sp2berdechow.op.pl,Małgorzata,Pyzik,brak,brak,11,13,24,mała
503,72756,629732,6852088922,PUBLICZNA SZKOŁA PODSTAWOWA IM. ŻOŁNIERZY I ARMII WOJSKA POLSKIEGO W KOŁACZYCACH,jasielski,Kołaczyce,Kołaczyce,ul. Szkolna,7,,szkolakolaczyce@op.pl,134460258,sekretariat@kolaczyce.itl.pl,www.kolaczyce.pl,370440324,,629732,72756,123625,503@mail.pl,https://kolaczyce.pl/artykuly/809/publiczna-szkola-podstawowa-w-kolaczycach,Adam,Świstak,brak,brak,70,75,145,średnia
504,73030,1133513,0,SZKOŁA PODSTAWOWA IM. ŚW. JANA BOSKO W WYSOKIEJ,łańcucki,Łańcut,Wysoka,,98,,spw@interklasa.pl,172499084,oswiata@gminalancut.pl,gminalancut.pl,690581790,,1133513,73030,123626,504@mail.pl,sp-wysoka.edupage.org,Katarzyna,Wójtowicz,brak,brak,72,73,145,średnia
505,73307,180908688,6852321637,SPOŁECZNA SZKOŁA PODSTAWOWA IM. JANA PAWŁA II W SOWINIE,jasielski,Kołaczyce,Sowina,,1,134426766,zs_sowina@o2.pl,134426766,zs_sowina@o2.pl,nie posiada,180683746,6852316961,180908688,73307,123627,505@mail.pl,http://zsssowina.szkolnastrona.pl/,Stanisław,Filipowicz,brak,brak,16,25,41,mała
506,73311,1133460,0,SZKOŁA PODSTAWOWA IM. KS. WŁADYSŁAWA KRAKOWSKIEGO W HANDZLÓWCE,łańcucki,Łańcut,Handzlówka,,264,172472786,sphandzlowka@wp.pl,172252264,ug@gminalancut.pl,www.gminalancut.pl,690581790,,1133460,73311,123628,506@mail.pl,www.sphandzlowka.pl,Zbigniew,Szopa,brak,brak,38,41,79,mała
507,73515,831221551,8141267324,SZKOŁA PODSTAWOWA IM. JANA PAWŁA II W WILCZEJ WOLI,kolbuszowski,Dzikowiec,Wilcza Wola,ul. Rzeszowska,1,,zsww@onet.pl,172274508,ugdzikowiec@dzikowiec.itl.pl,gminadzikowiec.pl,690581695,8141573676,831221551,73515,123629,507@mail.pl,zswilczawola.pl,Barbara,Pipka,brak,brak,30,35,65,mała
508,73571,1249084,0,SZKOŁA PODSTAWOWA IM.STEFANII LANOSZANKI W ZAMIECHOWIE,jarosławski,Chłopice,Zamiechów,,110,,zamiechow@gazeta.pl,16622240000,gmina@chlopice.pl,http://chlopice.pl/,650900507,,1249084,73571,123630,508@mail.pl,http://zamiechow.szkolnastrona.pl/,Maria,Świtalska,brak,brak,6,7,13,mała
509,73655,831222600,0,SZKOŁA PODSTAWOWA IM. KS. PRAŁATA STANISŁAWA SUDOŁA W DZIKOWCU,kolbuszowski,Dzikowiec,Dzikowiec,ul. Szkolna,17,172274382,dyrektor@zsdzikowiec.pl,177442109,ugdzikowiec@dzikowiec.itl.pl,gminadzikowiec.pl,690581695,8141573676,831222600,73655,123631,509@mail.pl,zs.gminadzikowiec.jchost09.pl,Justyna,Rybka,brak,brak,49,49,98,mała
510,73799,1208292,7922292693,SZKOŁA PODSTAWOWA IM JANA PAWŁA II W PIWODZIE,jarosławski,Wiązownica,Piwoda,,83,,zs_piwoda@wp.pl,166223631,sekretariat@wiazownica.com,http://wiazownica.com,650900364,,1208292,73799,123632,510@mail.pl,http://zspiwoda.superszkolna.pl,Dorota,Leśniak,brak,brak,41,48,89,mała
511,73801,1208270,7922221552,SZKOŁA PODSTAWOWA IM.JANA KOCHANOWSKIEGO W SZÓWSKU,jarosławski,Wiązownica,Szówsko,ul. Lubelska,115,,spszowsko@wp.pl,166223631,sekretariat@wiazownica.com,www.wiazownica.com,650900364,,1208270,73801,123633,511@mail.pl,www.spszowsko.pl,Bożena,Marciak,brak,brak,85,99,184,średnia
512,73926,1207826,7931388234,SZKOŁA PODSTAWOWA IM.KPT.WŁADYSŁAWA WAŻNEGO W RUDZIE RÓŻANIECKIEJ,lubaczowski,Narol,Ruda Różaniecka,,180,166319619,zs_ruda_rozaniecka@wp.pl,166317086,sekretariat@narol.pl,narol.pl,650900631,,1207826,73926,123634,512@mail.pl,http://zsrudarozaniecka.pl/,Dorota,Fudali,brak,brak,29,34,63,mała
513,73982,690502394,8133073284,SZKOŁA PODSTAWOWA NR 2 W GŁOGOWIE MAŁOPOLSKIM,rzeszowski,Głogów Małopolski,Głogów Małopolski,ul. Stykowska,91,177897280,sp_stykow@glogow-mlp.pl,177897000,umig@glogow-mlp.pl,https://glogow-mlp.pl/,690582074,,690502394,73982,123635,513@mail.pl,http://sp2glogow.mlp.superszkolna.pl,Bogusława,Biernacka,brak,brak,15,19,34,mała
514,74226,1133430,8151739687,SZKOŁA PODSTAWOWA IM. KS. ANTONIEGO TYCZYŃSKIEGO W ALBIGOWEJ,łańcucki,Łańcut,Albigowa,,489,,zsalbigowa@op.pl,172499084,oswiata@gminalancut.pl,https://www.gminalancut.pl/,690581790,,1133430,74226,123636,514@mail.pl,https://www.spalbigowa.pl/,Adam,Weiss,brak,brak,88,96,184,średnia
515,74317,1139533,8141534417,SZKOŁA PODSTAWOWA IM. BISKUPA JANA OZGI W WOLI RANIŻOWSKIEJ,kolbuszowski,Raniżów,Wola Raniżowska,,317,,spwolar@op.pl,172285702,zeas_ranizow@wp.pl,http://www.ranizow.pl,690581689,,1139533,74317,123637,515@mail.pl,www.zswolar.szkolna.net,Irena,Janeczko,brak,brak,33,43,76,mała
516,74465,599103,8141534423,SZKOŁA PODSTAWOWA IM.ŚWIĘTEGO JANA PAWŁA II W RANIŻOWIE,kolbuszowski,Raniżów,Raniżów,ul. Grunwaldzka,2,,spranizow@wp.pl,172285702,zeas_ranizow@wp.pl, www.ranizow.pl,690581689,,599103,74465,123638,516@mail.pl,https://zsranizow.szkolna.net,Andrzej,Nizińska,brak,brak,97,95,192,średnia
517,74468,1133447,0,SZKOŁA PODSTAWOWA W CIERPISZU,łańcucki,Łańcut,Cierpisz,,110A,172266023,szkolacierpisz@interia.pl,172499084,oswiata@gminalancut.pl,nie posiada,690581790,,1133447,74468,123639,517@mail.pl,https://cierpiszszkola.edupage.org/contact/,Agnieszka ,Benewiat,brak,brak,11,22,33,mała
518,74470,1133453,0,SZKOŁA PODSTAWOWA W GŁUCHOWIE,łańcucki,Łańcut,Głuchów,,443,172241231,szkolagluchow@gmail.com,172252264,ug@gminalancut.pl,gminalancut.pl,690581790,,1133453,74470,123640,518@mail.pl,zsgluchow.edupage.org,Jolanta,Majka,brak,brak,40,46,86,mała
519,74594,1133476,0,SZKOŁA PODSTAWOWA IM. PŁK. LEOPOLDA LISA-KULI W KOSINIE,łańcucki,Łańcut,Kosina,,268,172250505,zskosina@wp.pl,172499084,oswiata@gminalancut.pl,gminalancut.pl,690581790,,1133476,74594,123641,519@mail.pl,zskosina.edupage.org,Edyta,Zięba,brak,brak,99,101,200,średnia
520,74734,1214370,6851998071,SZKOŁA PODSTAWOWA IM. ŚW. JANA KANTEGO W SAMOKLĘSKACH,jasielski,Osiek Jasielski,Samoklęski,,206,,spsamokleski@poczta.onet.pl,134420005,gmina@osiekjasielski.pl,www.osiekjasielski.pl,370440360,,1214370,74734,123642,520@mail.pl,www.zsisamokleski.szkolna.net,Bogusław,Drozd-Ulijasz,brak,brak,46,47,93,mała
521,74865,1133482,8151739693,SZKOŁA PODSTAWOWA IM. JANA PAWŁA II W KRACZKOWEJ,łańcucki,Łańcut,Kraczkowa,,311,,sp.kraczkowa@interia.pl,172252265,ug@gminalancut.pl,www.gminalancut.pl,690581790,,1133482,74865,123643,521@mail.pl,zskraczkowa.edupage.org,Joanna,Flis,brak,brak,106,96,202,średnia
522,74867,1133507,8151747132,SZKOŁA PODSTAWOWA IM. KAPITANA WACŁAWA NYCZA W SONINIE,łańcucki,Łańcut,Sonina,,168,,spsonina@o2.pl,172499084,oswiata@gminalancut.pl,https://www.gminalancut.pl/,690581790,,1133507,74867,123644,522@mail.pl,https://szkolasonina.edupage.org/,Łukasz,Duma,brak,brak,61,74,135,średnia
523,75468,663232,7941750814,SZKOŁA PODSTAWOWA IM. IGNACEGO SOLARZA,przeworski,Gać,Gać,,116,,zespolszkol2013@gmail.com,166411429,ug_gac@onet.pl,nie posiada,650900648,,663232,75468,123645,523@mail.pl,nie posiada,Sabina,Grębowiec,brak,brak,56,56,112,mała
524,75528,1265918,0,SZKOŁA PODSTAWOWA IM. JANA PAWŁA II W OLSZANACH,przemyski,Krasiczyn,Olszany,,11,,spolszany@poczta.onet.pl,166718370,gmina@krasiczyn.pl,http://www.krasiczyn.pl/,650900418,7952306313,1265918,75528,123646,524@mail.pl,https://spolszany.edupage.org/,BARBARA,Kozieja,brak,brak,21,30,51,mała
525,75671,1131750,8132698562,SZKOŁA PODSTAWOWA IM. WOJSKA POLSKIEGO W BORKU STARYM,rzeszowski,Tyczyn,Borek Stary,,67,172298039,szkola@spborekstary.cfolks.pl,172304935,gzos@tyczyn.pl,https://tyczyn.pl/,690582163,,1131750,75671,123647,525@mail.pl,https://spborekstary.cfolks.pl/,Magdalena,Bieńko,brak,brak,54,55,109,mała
526,75675,1131773,8132785752,SZKOŁA PODSTAWOWA IM. ŚW. KRÓLOWEJ JADWIGI W HERMANOWEJ,rzeszowski,Tyczyn,Hermanowa,,212,,szkolahermanowa@gmail.com,172304935,gzos@tyczyn.pl,tyczyn.pl,690582163,,1131773,75675,123648,526@mail.pl,tyczyn.sphermanowa.ogicon.pl,Elżbieta,Nowak-Maluchnik,brak,brak,54,53,107,mała
527,75707,1131780,8132643503,SZKOŁA PODSTAWOWA W KIELNAROWEJ,rzeszowski,Tyczyn,Kielnarowa,,53,,spkielnarowa@gmail.com,172219310,tyczyn@tyczyn.pl,tyczyn.pl,690582163,,1131780,75707,123649,527@mail.pl,spkielnarowa.pl,Wacław,Czerkowicz,brak,brak,40,45,85,mała
528,75708,1131804,0,SZKOŁA PODSTAWOWA NR 34 IM. KRÓLA KAZIMIERZA WIELKIEGO W RZESZOWIE,m. Rzeszów,M. Rzeszów,Rzeszów,ul. Matysowska,101,,sekretariat@sp34.resman.pl,178754588,edukacja@erzeszow.pl,nie posiada,690581353,,1131804,75708,123650,528@mail.pl,sp34.resman.pl,Małgorzata,Tymcio,brak,brak,31,26,57,mała
529,75709,264153,8132865557,SZKOŁA PODSTAWOWA IM. STANISŁAWA STASZICA W TYCZYNIE,rzeszowski,Tyczyn,Tyczyn,ul. Pułanek,4,172219393,sptycz@intertele.pl,1722193939,gzos@tyczyn.pl,nie posiada,690582163,,264153,75709,123651,529@mail.pl,http://sptyczyn.pl/,Zofia,Kurecka,brak,brak,148,148,296,duża
530,75768,1208116,7941663104,SZKOŁA PODSTAWOWA IM. ŚW. ANTONIEGO Z PADWY W URZEJOWICACH,przeworski,Przeworsk,Urzejowice,,542,,zsurzejowice@interia.eu,166487397,sekretariat@przeworsk.net.pl,www.przeworsk.net.pl,650900513,,1208116,75768,123652,530@mail.pl,https://spurzejowice.pl/,Dariusz,Pyzik,brak,brak,51,55,106,mała
531,75772,1208100,7941757325,SZKOŁA PODSTAWOWA IM. BŁ. KS. JANA BALICKIEGO W UJEZNEJ,przeworski,Przeworsk,Ujezna,,227,166487920,spujezna@poczta.fm,166487397,sekretariat@przeworsk.net.pl,http://www.przeworsk.net.pl,650900513,,1208100,75772,123653,531@mail.pl,spujezna.oswiata.przeworsk.pl,Magdalena,Świstak,brak,brak,9,15,24,mała
532,76153,262987,8671871335,SZKOŁA PODSTAWOWA NR 2 IM. HENRYKA SIENKIEWICZA W NOWEJ DĘBIE,tarnobrzeski,Nowa Dęba,Nowa Dęba,ul. Leśna,40,158462552,sp2nowadeba@epoczta.pl,158462671,gmina@nowadeba.pl,http://www.nowadeba.pl/,830409548,8672078107,262987,76153,123654,532@mail.pl,https://sp2nowadeba.edupage.org/,Ewa,Wójtowicz,brak,brak,141,121,262,duża
533,77978,691681803,8133065801,SZKOŁA PODSTAWOWA IM. MARII KONOPNICKIEJ W BUDACH GŁOGOWSKICH,rzeszowski,Głogów Małopolski,Budy Głogowskie,,846,,zs_budy@glogow-mlp.pl,177897010,umig@glogow-mlp.pl,www.glogow-mlp.pl,690582074,,691681803,77978,123655,533@mail.pl,www.zsbudy.pl,Justyna,Filipowicz,brak,brak,55,53,108,mała
534,78067,180910863,8672168974,SPOŁECZNA SZKOŁA PODSTAWOWA Z ODDZIAŁAMI DWUJĘZYCZNYMI IM. MAŁEGO KSIĘCIA,m. Tarnobrzeg,M. Tarnobrzeg,Tarnobrzeg,ul. Jana Kochanowskiego,3,,szkolad@op.pl,158234175,szkolad@op.pl,https://szkolamalyksiaze.pl/,180013477,,180910863,78067,123656,534@mail.pl,https://szkolamalyksiaze.pl/,ANITA,Szopa,brak,brak,55,84,139,średnia
535,78122,1208056,7941663110,SZKOŁA PODSTAWOWA IM. BŁ. KS. JERZEGO POPIEŁUSZKI W MIROCINIE,przeworski,Przeworsk,Mirocin,,384,,mirocin@poczta.onet.pl,166487880,sekretariat@przeworsk.net.pl,www.przeworsk.net.pl,650900513,,1208056,78122,123657,535@mail.pl,spmirocin.superszkolna.pl,Krystyna,Pipka,brak,brak,23,61,84,mała
536,78125,1208062,7941768263,SZKOŁA PODSTAWOWA IM. ŚW. JANA KANTEGO W NOWOSIELCACH,przeworski,Przeworsk,Nowosielce,,561,,szp_nowosielce@poczta.onet.pl,166487880,sekretariat@przeworsk.net.pl,www.przeworsk.net.pl,650900513,,1208062,78125,123658,536@mail.pl,spnowosielce.edupage.org,Renata,Świtalska,brak,brak,38,32,70,mała
537,78129,1266020,7941776311,SZKOŁA PODSTAWOWA IM. JANA PAWŁA II W CHAŁUPKACH,przeworski,Przeworsk,Chałupki,,109,,szkolachalupy@op.pl,166487880,sekretariat@przeworsk.net.pl,http://www.przeworsk.net.pl/,650900513,,1266020,78129,123659,537@mail.pl,https://zschalupki.edupage.org/,Danuta,Rybka,brak,brak,17,15,32,mała
538,79289,1133499,0,SZKOŁA PODSTAWOWA W ROGÓŻNIE,łańcucki,Łańcut,Rogóżno,,374,,zsrogozno@gminalancut.pl,172499084,oswiata@gminalancut.pl,www.gminalancut.pl,690581790,,1133499,79289,123660,538@mail.pl,https://szkolarogozno.edupage.org/,Barbara,Leśniak,brak,brak,34,34,68,mała
539,79670,651424003,7952456202,SZKOŁA PODSTAWOWA IM.MJR HENRYKA DOBRZAŃSKIEGO HUBALA,przemyski,Bircza,Bircza,ul. Parkowa,1,166725526,sekretariat@zsbircza.pl,48166726091,sekretariat@bircza.pl,https://www.bircza.pl/,650900476,,651424003,79670,123661,539@mail.pl,https://zsbircza.szkolnastrona.pl/,Magdalena,Marciak,brak,brak,71,74,145,średnia
540,79857,1178154,8671618814,SZKOŁA PODSTAWOWA IM. HRABIEGO STANISŁAWA TARNOWSKIEGO W TARNOWSKIEJ WOLI,tarnobrzeski,Nowa Dęba,Tarnowska Wola,,267,158467104,sptwola@nowadeba.pl,158462671,gmina@nowadeba.pl,www.nowadeba.pl,830409548,8672078107,1178154,79857,123662,540@mail.pl,Tarnowska Wola,Magdalena,Fudali,brak,brak,17,15,32,mała
541,79871,1187696,8672196858,SZKOŁA PODSTAWOWA WE WRZAWACH,tarnobrzeski,Gorzyce,Wrzawy,,490,,szkolapodstawowawrzawy@wp.pl,158362075,ug@gminagorzyce.pl,www.gminagorzyce.pl,830409169,,1187696,79871,123663,541@mail.pl,www.szkolawrzawy.pl,Wiesław,Biernacka,brak,brak,45,84,129,średnia
542,80130,651422004,7922058000,SZKOŁA PODSTAWOWA W RUDOŁOWICACH,jarosławski,Roźwienica,Rudołowice,,279,166225867,sprudolowice@poczta.onet.pl,166225822,ug_rozwienica@pro.onet.pl,https://rozwienica.itl.pl,650900387,,651422004,80130,123664,542@mail.pl,sprudolowice.szkolnastrona.pl,Mariusz,Weiss,brak,brak,21,24,45,mała
543,80131,651421654,0,SZKOŁA PODSTAWOWA IM . MARII CURIE-SKŁODOWSKIEJ W WĘGIERCE,jarosławski,Roźwienica,Węgierka,,220,,zswegierka@onet.pl,166225822,ug_rozwienica@pro.onet.pl,https://rozwienica.itl.pl/,650900387,,651421654,80131,123665,543@mail.pl,http://zswegierka.szkolnastrona.pl/,Eugeniusz,Janeczko,brak,brak,15,19,34,mała
544,80133,180602995,7922265868,SZKOŁA PODSTAWOWA W WOLI WĘGIERSKIEJ,jarosławski,Roźwienica,Wola Węgierska,,21,,spwwegierska@onet.pl,166225887,ug_rozwienica@pro.onet.pl,https://rozwienica.itl.pl/,650900387,,180602995,80133,123666,544@mail.pl,https://wolawegierska.szkolnastrona.pl/,ILONA,Nizińska,brak,brak,15,17,32,mała
